task_id	intent	query_num	query	tsatisfaction	qsatisfaction	evaluation
144	学累了开始考虑以会养什么宠物狗~~~~	5	不纯的金毛图片;血统金毛和普通金毛图;金毛级别图;柯基gif;金毛	5	3;3;3;5;5	AB
145	在申请去东京大学的暑研，就想看看学校图片，顺便了解一下	6	东京大学;樱花 日本;东京大学全景图;日本东京大学学校地图;日本 旅游;日本文创旅游产品	4	4;5;3;4;1;5	ABG
146	昨晚一时兴起换头像	4	红莉牺;红莉牺  头像;岗伦;凤凰院凶真	5	5;5;5;5	ABG
147	做关于铁路发展的ppt	5	淞沪铁路;中国铁路图 gif;中国铁路修建图 gif;三线建设;1978n年铁路图	5	5;1;1;1;2	AB
148	做一个和高铁发展相关的ppt	1	三线建设	5	5	AEG
149	上课老师讲到巴洛克风格	2	https://theory.pppl.gov/people/profile.php?pid=36&n=William-Tang;巴洛克服装	4	1;5	ABG
150	做马克思课程展示ppt	1	创业创新企业	4	4	AEG
151	做马克思课程展示ppt	1	科技扶贫宣传	4	4	AEG
152	做马克思课程展示ppt	3	宁夏科技扶贫;宁夏科技扶贫成效;宁夏扶贫成效	3	3;3;3	AEG
153	暑假要去首尔大学交流，了解一下	1	韩国首尔国立大学	5	5	AG
154	做ppt需要用到	3	空间站;地球表面接收站;探索火星	5	5;5;5	AF
155	暑假要去首尔大学，当然也要顺便看看旅游情况啦	3	韩国旅游;韩国;韩国首尔国立大学	5	4;3;5	AG
156	因为自己有参加系歌赛，朋友也有参加校歌赛，最近就一直在研究和唱歌有关的东西。主要是想去一次录音棚看看录制的现场状况，所以就先上网大概搜了一下有关录音棚和录音设备的一些照片。	2	录音棚;录音设备	4	4;4	AG
157	因为目前的ssd是128gb，然后现在所剩的空间也不太多，所以就想物色一个256gb的m2ssd，但是确切的ssd长什么样子并不太清楚，所以就想看看ssd的样子。	1	msi m2ssd	3	3	AH
158	主要也是在春节前理了头发，就到现在也没有理，系歌赛也要到了 所以就想找一个比较适合的发型	4	男士好看的发型;男士好看的发型 大学生;发型设计;发型设计 男	4	4;5;3;3	ACG
159	自己有买了吉他，之前也有稍微学过一点吉他的和弦，所以想找一个比较好的指法	1	吉他和旋	5	5	AI
160	在上其中一堂课的时候，老师有提到木槿花和朱瑾花，所以就想知道这两者之间的区别。	2	木槿花;朱瑾	5	5;5	AG
161	远在国外的朋友想看一些清华的照片。	1	清华大学	5	5	AG
162	朋友想知道圆明园里标志性的地点	1	故宫图片	5	5	AG
163	以为在国外的朋友想知道北京附近的一些景点，所以就在网上搜了一点资料和照片，发邮件给她。	2	故宫;圆明园	5	5;5	ABG
164	在做离散（图论）作业的时候想看多点题型，所以有在百度搜了各种照片和资料。	3	图论 树;图论 割集矩阵;图论 回路矩阵	5	5;5;5	AI
165	因为目前这台msi属于电竞笔电，耗电，所以有想在物色一台续航能力比较合适的Mac，从中也可以熟悉ios和Windows系统的不同。	3	MacBook air;macbook pro 2017;macbook	5	5;5;4	AG
166	特种加工的课里面老师说可以找课程内容和自己专业相关的一些成品，所以就找了由数控加工而成的apple 的iMac。	4	iMac;iMac pro;iMac 2017;iMac 2018	5	5;5;5;5	AG
167	为了准备系歌赛，目前在准备一首准备决赛的歌，然后对薛之谦和张信哲的关注比较高	2	薛之谦;张信哲	5	5;5	AG
168	因为特种加工的PPT需要做一种加工的描述，我的题目是MacBook Pro的加工，所以需要一张MacBook Pro的照片。再来就是不是每一台Mac都有touch bar，所以就想看他们之间的区别	3	MacBookpro touch bar;MacBookpro;MacBookpro touch bar	5	5;5;5	AGH
169	最近要期中考试了 所以要多找找关于微积分和线性代数有关的资料	1	三角函数图	5	5	AH
170	想换一个比价好看的电脑屏保（包括考虑静态和动态的）	2	桌面壁纸;桌面屏保	5	5;5	AG
171	今天考微积分，所以对三角函数要多了解了解	1	三角函数	5	5	AI
172	听说最新的oppo R15有拍电影特效的功能，就想先看看外观怎么样。	1	oppor15	5	5	AG
173	就是为了发朋友圈，然后想找一个和音乐有关的符号或者图片。	1	音乐的符号	5	5	AG
174	最近一段时间在搜索一些关于MacBook的资料 打算近期换一台MacBook Pro	4	macbook pro;macbook pro 128gb;macbook pro;macbook pro 荧幕	5	5;4;5;5	AB
175	最近因为对苹果产品的接触管道比较多，所以想多看看Apple最近都有些什么产品	8	macbook pro 键盘;iMac;iMac pro;iPhone X;iWatch;Apple 产品;Apple 滑鼠;IPod	5	5;5;5;5;5;5;5;5	AG
176	因为想到别的地方去看看 所以就看看火车的座位	1	火车的硬座	5	5	AH
177	给甲方的验收报告需要配图	2	环网柜;10kv环网柜	3	2;4	AEF
178	上午看了老友记第八集，追忆一下	2	钱德勒宾;乔伊崔比亚尼	5	5;3	ABG
179	突然想起来几个新疆美女，分辨不清楚	4	佟丽娅;迪丽热巴;古力娜扎;高圆圆	5	5;5;5;5	ABE
180	女朋友说她喜欢这个，看看长什么样	1	裴秀智	5	5	AE
181	女朋友说喜欢这个模特	2	卡抽;卡抽cara delevingne	5	1;5	AEG
182	听说央视有节目，想看看他是谁	1	张哲瀚	5	5	AE
183	中午听到maroon 5的歌，想搜索一下队员的样子	2	骚当;魔力红	5	5;5	ABE
184	看到评论说穆里尼奥离开原球队，想看看他是谁	2	muliniao;穆里尼奥	5	5;5	AE
185	给甲方的中期报告ppt需要使用	1	配电网络	5	5	AEG
186	给甲方的中期展示ppt需要配图	2	人工检测;电力系统	5	4;5	AE
187	上午给甲方做PPT需要一张用来描述“目前该领域研究是一片空白”的配图	9	研究欠缺;空白;研究欠缺;一头雾水;一筹莫展;科研一筹莫展;研究一筹莫展;科学家挠头;一头雾水	1	1;1;1;1;1;1;1;2;1	AEG
188	需要一个百度图标	1	百度	5	5	AE
189	上午给甲方做的中期展示ppt需要插图	2	sql;SQL	4	3;3	AEG
190	上午做ppt需要配图	5	贝叶斯分类器;贝叶斯分类器;贝叶斯网络;bayesian network;贝叶斯分类器	1	1;1;1;1;1	AEG
191	做ppt有一块很空白，需要配插图来避免看起来太挫	1	人机交互	4	4	AEG
192	PPT需要确认拍摄图片的设备是什么	2	断路器;负荷开关	5	5;5	AB
193	听到他的all of me，想看下这个嗓音的人长啥样	1	约翰传奇	5	5	AEG
194	想看下《老友记》里最爱的joey现实中啥样	4	马特勒布朗;乔伊;joey;乔伊崔比亚尼	5	5;1;1;5	AEG
195	想看下《老友记》里的两大男主	2	大卫修蒙;马修派瑞	5	5;5	AE
196	骑士赢球了，想找一张相关的表情包	1	骑士总冠军	1	1	ABG
197	今天听qq音乐，回忆起来这个组合，想看下组合时期的陈伟霆长什么样	1	boyz	5	5	AB
198	想找一张相关的素材	1	满意100	4	2	ABE
199	今天火箭赢球，卡佩拉大杀四方，查一下他的图片	3	卡佩拉;卡皇;卡皇	5	5;1;1	ABG
200	火箭进西决了，想找几张保罗的图片	2	保罗;克里斯保罗	5	3;5	AEG
201	准备去剪头发，想上网搜索一张心仪的目标发型	1	男士发型	4	4	ABG
202	准备换个背头的发型，查找一下目标样式	1	男士背头	5	5	AB
203	今晚女朋友说，男生都喜欢gakki这种类型的女生，但我并不同意，于是查图来辩	1	gakk	5	5	ABE
204	女朋友说这个模特很别致，我查来看看长啥样	4	卡尔泰勒;卡抽;模特卡抽;cara TAYLOR	4	4;1;1;4	ABE
205	今晚看到一集老友记，迈克向菲比求婚，想看一下现实中迈克的打扮	2	迈克汉尼拔;老友记迈克	1	1;1	AG
206	今天想选一些图片制作海报	12	乌尔奇奥拉;葛力姆乔;辰砂;辰砂 宝石之国;南极石 宝石之国;帕帕拉恰 宝石之国;帕帕拉恰 海报;帕帕拉恰 宝石之国;莲花刚玉 宝石之国;宝石之国;宝石之国 海报;彩虹之子	5	5;5;1;5;5;2;1;1;1;5;2;5	ADF
207	晚上看演唱会，搜一下环境	1	首都体育馆	4	4	AC
208	清明假期想去十三陵水库玩，查一下风景	2	明十三陵水库;明十三陵水库 春	3	4;3	ABG
209	课程展示ppt需要几张宠物机器人的图片进行展示。	3	宠物机器人;宠物机器人 索尼;陪伴机器人	4	4;3;2	AFG
210	下午发现自己的壁纸用了挺久的 想换一个	6	电脑壁纸  风景;电脑壁纸  团子;电脑壁纸  长草颜团子;电脑壁纸 阿狸;电脑壁纸  家教;电脑壁纸  家庭教师	3	5;2;2;4;1;3	ACG
211	下午看到新剧宣传，想查一下有没有海报之类的相关图片	2	无法律师;无法律师 韩剧	2	2;2	AG
212	五一假期快要到了，想要出去爬山，搜索一下各处的风景如何	2	黄山;黄山云海日出	5	5;5	ABG
213	五一想要出去爬山，查一下各处的风景如何	2	庐山;庐山美景	5	5;4	ACG
214	五一想要出去爬山，查一下各处的风景如何	1	泰山	5	5	ABG
215	需要帮忙找一下cubieboard，搜索一下长什么样子	1	cubieboard	5	5	AG
216	新注册了账号，想要换新的头像	1	团子头像	5	5	AFG
217	课程大作业，需要用制作一辆小车完成一些任务，先查询一下是什么样子	1	树莓派小车	4	4	AC
218	课程需要查找名片图片	4	名片 竖;名片 商务;名片 商务;名片 正面	4	3;3;3;5	ABF
219	晚上十点半，准备离开实验室，离开之前突然想了解一下老板年轻时的样子，于是搜了搜导师的图片。	3	徐昆;徐昆 清华大学;徐昆 计算机系	3	5;3;2	AH
220	毕设中期答辩需要做PPT，查找对勾和叉号  	2	对勾;叉号	3	4;1	AEF
221	心理系课程作业，试图通过关键词图片搜索来了解社会对两性分手失恋的看法。	3	失恋;分手;男 分手	4	5;2;3	AGH
222	想发给过生日的同学一张简约风的生日快乐	3	生日快乐;简约生日;肯德基 生日	3	5;1;3	AG
223	最近在追unnatural，想要找那个石原美里 “有空绝望不如去吃好吃的”的表情包	3	石原里美;石原里美 表情包;石原里美山下智久	4	5;3;5	AFG
224	想找一下unnatural里 东海林的扮演者相关剧照	1	东海林	1	1	AFG
225	有一篇文章讲述了文章的哭戏相关，记得少帅里面有哭戏，想找当时的剧照	2	少帅;文章	5	5;5	AFG
226	想要搜索一下普京年轻时候的照片，记得他有一张年轻时骑马的照片	2	普京年轻;普京骑马	3	4;3	AFG
227	做 PPT找素材，金牌、奖杯相关	4	金牌;金奖;冠军金奖;金奖杯	5	5;5;5;5	AFG
228	看到了一张追忆科比的壁纸，也想搜一张，既是缅怀，也是想激励一下	1	科比	4	4	ABE
229	听同学说到了windows子系统，想了解一下，真正装完之后的效果图片，来决定自己是不是要将虚拟机用windows子系统代替	2	windows子系统;windows子系统	3	2;2	AB
230	在虚拟机上进行了系统的改变，在安装debian 时，想预览一下安装后的效果，并在安装桌面环境时关于选择gnome 还是 kde 产生了纠结，所以查了查	3	debian;kde;gnome	3	3;4;3	AB
231	进行linux子系统安装时，有教程说cmder是强于cmd 的升级版，所以想了解一下	1	cmder	3	3	AB
232	突然想起找一些NBA的图片作为桌面和背景	4	nba霍华德;nba扣篮王;nba扣篮王霍华德;NBA扣篮	4	4;3;4;4	BDG
233	比较喜欢的男星，想找一些图片	1	史泰龙	4	5	AB
234	想要改变，不要再这样下去了	1	change	3	2	AE
235	在动画里看到一个蛋白质结构，感觉是血红蛋白或是肌红蛋白，想搜结构图确认一下	5	血红蛋白;血红蛋白 单体;血红蛋白 单体结构图;肌红蛋白 单体结构图;肌红蛋白 结构图	4	4;5;5;3;3	AB
236	路上看到一种花，不记得是哪一种了，查一下确认一下	2	郁李;菊花桃	4	5;5	ABH
237	需要知道U碱基上一个位置的原子替换是否影响它和A碱基的配对，因此需要搜索配对后结构图，确认氢键存在于哪些原子之间	6	rna;rna二级结构;rna配对结构;rna au配对结构;rna base pairing;rna base pairing au	2	1;1;2;1;1;1	AI
238	需要搜索一些替换过原子的碱基类似物的结构图，确认其与正常碱基的具体差别	5	4-thiouridine;5-Bromouridine;4su;4su chemical;bru chemical	2	1;4;1;1;1	AB
239	需要找一个表情图片。内容是熊猫头捂嘴嘲讽地噗呲笑	5	噗呲表情包;捂嘴熊猫表情包;嘲笑表情包;嘲讽表情包;群友们是真的很丢人 表情包	3	3;4;2;2;4	AB
240	需要给同学科普一下清华校花紫荆和丁香。以及这个校花紫荆和香港区花紫荆不同	5	紫荆;洋紫荆;红花羊蹄甲;丁香;丁香	5	5;5;5;5;5	ABI
241	杨柳絮飘起来了，需要找点图给男朋友科普一下它长在树上的样子等	4	柳絮;柳絮 显微;杨絮;杨絮 显微照片	4	5;2;3;2	AB
242	长了个口腔溃疡，男票给了盒西瓜霜，好奇这是什么	4	口腔溃疡;西瓜霜;西瓜霜 制作;西瓜霜 制作	5	4;3;5;5	AB
243	想买海胆吃，查一查不同种类的差别	4	海胆;马粪海胆;紫海胆;黄海胆	5	5;5;5;5	AB
244	有个同学不知道栗子原本是带壳的， 找张图给他看	2	栗子;栗子 带壳	5	5;5	AB
245	想画一张小孩子爬树的图，找一找参考照片	4	爬树;爬树 人;爬树 儿童;爬树 美图	2	4;1;1;1	ABG
246	需要画一下紫藤花	4	紫藤花;紫藤花 绘画;紫藤花 画法;紫藤花 画法	4	5;5;3;3	ABG
247	买了青口贝，看说需要清理足丝，查一下足丝长什么样	3	青口贝;青口贝 足丝;青口贝内脏清理图解	4	5;5;2	AB
248	好奇有没有长毛的螺	1	长毛的螺	2	2	ABH
249	看到关于兰花螳螂的介绍，想搜索更多的图	2	兰花螳螂;兰花	5	5;5	ABG
250	学姐手被生锈的镊子扎了一下，虽然很轻微但是她很担心所以想搜点需要打破伤风的创口图片给她看	3	破伤风 创口;破伤风伤口图片;破伤风 杆菌	2	3;2;5	AB
251	想找一些蛇或是树藤的曲线图片参考	4	蛇;藤蔓;树藤;树藤	4	5;2;4;4	ABG
252	想找一张取高处的东西的人的图片作参考	2	够高处的物品;取高处的物品	1	1;2	AB
253	需要几张图给别人讲鹿角的结构	3	鹿角 骨头;骨化鹿角;鹿头骨 解剖图	4	4;4;2	AB
254	男朋友好奇为什么常见鸡胗长的不像是胃，想找几张完整鸡胃的图给他看看	6	鸡胗;鸡胗 完整;鸡胗 活体;鸡胃;鸡 肌胃;鸡 肌胃 解剖图	3	2;1;2;4;4;5	AB
255	需要几张图给别人讲解宫颈糜烂即宫颈柱状细胞外翻是正常生理现象而不是病	3	宫颈;宫颈上皮细胞;宫颈柱状上皮细胞	5	4;3;3	AB
256	想查一下活的鹦鹉螺是什么样子的	2	鹦鹉螺;鹦鹉螺 活体	4	4;4	AB
257	学校里新种了一种很好看的花，想试试能不能搜到它的名字	2	紫色 球状 葱;大花葱	5	5;5	ABH
258	想搜一张表情包，上面写着我一打开这破群基本就这样	2	我一打开这破群 表情包;我一打开这破群	1	1;1	AB
259	前几天被同学安利了这部电影，说电影中的画面很有冲击力。想查找一下相关剧照	1	头号玩家海报	4	4	ABC
260	在豆瓣的推送中看到这部电影，海报比较惊艳，想下载高清图片	3	莫提;莫媞电影;电影莫媞	1	1;1;1	DF
261	想查找近几年惠英红主演的电影，这部电影评分比较高，看到封面海报很有意思就查了一下	2	血观音;血观音电影	5	5;5	AC
262	需要查找某讲座主讲人sallis教授的新闻稿，在网页中搜索教授的照片	2	sallis jeams f;James F. Sallis,	1	1;1	ABF
263	身体机能反应的操作图片	1	Physical Function	3	1	AH
264	想查找关于关键词中行为进展图	1	Physical Function seven standardized tasks	4	3	AH
265	查询种植牙的过程	1	种植牙	5	5	AH
266	周日与同学相约水长城，查找旅游路线	3	水长城;水长城;黄花城水长城美食地图	5	5;5;5	AB
267	五一假期北京周边游备选之一	1	古北水镇	5	5	AB
268	查找运动员退役转型的方向	1	运动员退役	2	2	AI
269	5月中旬要组织党员赴井冈山开展学习教育实践活动，通过图片了解一下当地情况	1	井冈山	5	5	AG
270	查看其它学校或单位的一封信状况	3	一封信调查问卷;一封信调查问卷 大学生;调查问卷 大学生  父母	4	2;3;2	AF
271	确认窗外的紫花树是紫荆	1	紫荆花	5	5	AE
272	网上热炒武汉理工邪恶导师王攀，查询这一事件相关图片。	5	武汉理工;武汉理工;武汉理工 陶;武汉理工 陶;武汉理工 王攀	4	4;5;5;5;4	AH
273	查询课题相关企业信息。	1	昆山盛夏复合材料科技有限公司	2	2	AF
274	今年校庆准备邀请谢老回来参加，为做资料准备所以查阅过往图片	1	谢裼迎 清华计算机系	4	4	AB
275	在一次媒体报道中发现此人是贵系校友，因此搜索一下	1	金涬	5	4	AB
276	前一段时间的娱乐新闻，看看他到底是谁	1	高云翔	5	5	AC
277	贵系校友，因比特币和金融区快连的火热，多了解一下他。	1	蒋长浩	5	5	AG
278	贵系校友，因强大的家族背景而多才多艺，近期在国家博物馆进行活动，搜索一下	1	完强	5	5	AB
279	想看喜欢的明星鹿晗和他演过的电影图片	2	鹿晗;鹿晗电影图片	4	4;5	AEF
280	看到鹿晗的图片，想找他以前演过的电影海报看	1	盗墓笔记电影	5	5	AE
281	看到鹿晗的图片，想起他和杨子姗一起演过一个电影，就随便找一下看看	2	杨子姗;重返二十岁	4	4;4	AE
282	快到五一假期了，想去长白山玩，找一些风景的图片先看看	1	长白山	5	5	ACG
283	今天看到同事的日历壁纸很漂亮，也想换一个自己喜欢的	3	桌面日历;桌面日历壁纸;2018桌面日历壁纸大全	4	4;4;4	ACF
284	今天孩子身上有一些红疹子，所以想上网搜索一下相关图片，比较一下是什么类型的疹子	2	幼儿湿疹;幼儿急疹	4	2;3	AI
285	今天开始计划五一去镇江玩，想搜索一下镇江的旅游名胜区。	1	镇江	4	4	AB
286	今天同学发了个小刘鸭的表情，特别有趣，想看看小刘鸭都有哪些种类，表情包都是什么样的	1	小刘鸭	4	4	AB
287	计划去苏杭逛逛，看到网上说千岛湖洲际酒店很不错，所以想查询一下	2	千岛湖洲际酒店;千岛湖洲际酒店湖景	4	4;4	AB
288	想去苏州逛逛，看到网上有人说苏州的工业园区较老城区要好，所以想搜索看看工业园区是什么样的，参考一下。	2	苏州工业园区;苏州工业园区地图	2	3;3	AB
289	今天听朋友说凯美瑞出2018款了，外观特别拉风，想看看到底是什么样的	5	第八代凯美瑞发动机;第八代凯美瑞2.5;第八代凯美瑞运动版;第八代凯美瑞内饰;第八代凯美瑞	4	3;5;3;4;4	ABC
290	今天朋友要参加正式活动需要打领带，所以想搜索一下领带的打法和比较正式的温莎结的打法	5	领带打法图解;温莎结领带打法图解;半温莎结;半温莎结;浪漫结	4	2;4;4;4;4	AB
291	最近过敏性鼻炎发作，伴随头痛。听说中医按摩穴位能缓解不适，所以想搜索一下穴位图	2	治疗头疼按摩穴位图;治疗鼻炎按摩穴位图	4	4;4	ABF
292	今天跟朋友聊天说起防晒，朋友推荐了Sunday afternoon的帽子，大人、小朋友款都很不错，所以想上网搜一下款式	3	sunday afternoon;sunday afternoon帽;sunday afternoon帽 长尾款	4	1;4;4	AB
293	今天要做一张人工智能主题的海报，所以上网搜搜题材	1	人工智能海报	4	5	ABC
294	制作海报需要caai高清的logo，所以搜索了一下，没有找到	1	caai logo	2	2	AE
295	准备装修改造老房子，想看看喜欢的装修风格和客厅改造效果图，所以上网找找效果图	4	北欧风格;客厅隔断装修效果图;客厅改造卧室;两室改造三室	3	4;4;3;3	ABC
296	下午看文章忽然想到纠缠，想看看状态图	2	liangzijiuchan;量子纠缠态	4	5;5	AB
297	无意看到这个名字， 搜下看看真面目	2	蒋方舟;蒋方舟	5	5;4	AG
298	昨晚看两集电视剧，想搜一下剧照	1	下一站别离	5	5	AB
299	今天天气很好，园子里花开正艳。下午想更换一下电脑壁纸，让电脑里也有点风景。	1	壁纸	4	4	CG
300	今天搜索壁纸的时候，发现并非满园春色独好，反而大漠空旷也有独特的美感。	1	壁纸 沙漠	4	4	CG
301	今天，妈妈要买血压计，我们一起搜索电子和台式血压计的区别，因此搜图。	2	血压计;台式血压计	4	4;4	AI
302	晚上加班，试图搜索关于研究内容的相关图片，获取一些参考价值。	2	优先流;优先流	2	2;2	ABH
303	今天上午检索关于探地雷达的信息，需要图片增加直观的理解。	2	雷达;探地雷达	4	4;4	AC
304	4月11日，搜索课题较为权威的专家照片，试图对他有更多的了解。	2	何大明;何大明 云南大学	4	4;4	AH
305	看了小萝莉的猴神大叔后，很受感动，因此搜索剧照，进一步了解细节。	1	小萝莉的猴神大叔	4	4	ABG
306	4月17日 工作需要比较各国水库调度图片资料，因此搜索查找。	7	长江梯级水库调度;梯级开发;美国水库优化调度;欧洲水库;美国水库;长江水库优化调度;美国水库	3	3;2;2;2;2;2;2	AEF
307	由于当红影视剧的影响和工作需要，分别搜索影视作品剧照和工作需要的新疆地图。	3	那年花开月正圆;新疆河流;新疆地图	4	4;4;4	AFG
308	朋友发了表情【大哥喝并阔落】，我想回一个【大哥并不想喝】。	2	大哥不想喝可乐;大哥喝冰阔落	4	2;5	ABF
309	看看跟阎妮的井柏然长啥样	1	井柏然	5	5	ABG
310	想去圣莲山度假，想了解一下半山腰圣辉度假山庄的环境和设施情况	1	圣辉度假山庄	3	3	ABE
311	需要做一个思维导图，查找一下思维导图的形式	1	思维导图	5	5	ABG
312	搜一些好看的流程图加到PPT里面，让PPT看起来更生动	1	流程图	5	5	BCF
313	今天空闲时间，想更新下电脑桌面壁纸。	2	千与千寻 桌面;千与千寻 高清桌面	4	5;5	ADG
314	今天空闲时间，想更新下桌面壁纸。	1	龙猫 高清桌面	5	3	ADF
315	昨天空闲时间，随便看看合适的电脑壁纸	3	天空之城电脑壁纸;天空之城 电脑壁纸;宫崎骏 天空之城 电脑壁纸	5	5;5;5	AE
316	昨天空闲时间，想随便搜搜变一下桌面图片	3	蜡笔小新 桌面;蜡笔小新 高清电脑桌面;蜡笔小新 高清桌面	5	4;4;5	AD
317	昨天无聊时候，搜下高清桌面玩	6	千与千寻 高清桌面;千与千寻;千与千寻 高清桌面;千与千寻高清壁纸;千与千寻手机壁纸;千与千寻电脑壁纸	5	5;5;5;5;5;5	ADG
318	今天编辑公众号，在网上找一下图片	3	路由器;系统;路由器系统	1	1;1;1	AH
319	今天无聊时间，搜点桌面更新下换换口味	4	蜡笔小新 壁纸;蜡笔小新 高清壁纸;蜡笔小新 剧场版 高清壁纸;蜡笔小新 桌面	5	5;5;5;5	ADF
320	今天干活休息时间，搜索柯南壁纸补充桌面图片库。	4	柯南 桌面;柯南 高清桌面;名侦探柯南 高清桌面;名侦探柯南 高清壁纸	5	5;5;5;5	AFG
321	今天看新闻推送，重庆丁达尔效应，很感兴趣，搜搜看。	7	丁达尔效应;丁达尔效应原理;丁达尔;丁达尔现象;重庆丁达尔现象;重庆丁达尔;重庆丁达尔	4	5;1;5;5;1;1;1	AG
322	昨天想找一些壁纸，更换桌面	5	柯南 桌面;柯南 高清桌面;名侦探柯南 高清桌面;灰原哀 高清桌面;灰原哀 柯南 高清桌面	5	5;5;5;5;5	EFG
323	体育新闻提到巴萨一直保持联赛不败	1	巴萨图片	4	4	AH
324	想看一下发型样式	1	发	3	3	AB
325	凌晨了，宿舍里，开始给国外的大佬们套磁，然而想找个老师的照片看看是不是有名，就搜搜看	3	Chabinyc;professor Chabinyc;Michael Chabinyc	1	1;1;1	AH
326	时间凌晨，去UCSB看看，看看学校好看不	3	UCSB;UCSB Material;UCSB Material department	2	5;1;1	AGH
327	晚上，又到了陶瓷的时间了，看看有没有好学校	4	UCSB Material Chemical;斯蒂文斯理工学院;Material 斯蒂文斯理工学院;Material	3	1;4;1;1	AGH
328	上午为了完成作业调研一个薄膜	3	氮化硅薄膜;氮化硅薄膜SiN;薄膜Si3N4	3	4;3;2	AH
329	上午上课写实验报告，需要几个图片	6	ITO绝缘薄膜;BTO绝缘薄膜;BTO;BTO薄膜;ITO薄膜;ito薄膜组织结构图	1	1;1;1;2;1;1	AH
330	上午上课写实验报告，需要几个图片	2	ito薄膜组织结构图;ITO薄膜组织结构图	1	1;1	AE
331	晚上搜个地方五一去玩	1	希尔瑞加斯	1	1	AH
332	今天，突然想起来谢啦姐了	2	谢拉;谢拉姐 	1	1;1	AGH
333	下午研究一下攻略不错	6	伊利斯lol;伊利斯卡;OZ大乱斗;oz大乱斗梦想传说攻略;oz大乱斗地图;oz大乱斗地图ns	3	1;1;4;3;4;2	AH
334	中午搜搜苏菲公主看看结果没有我想要的那个公主	5	苏菲;苏菲 公主;苏菲 公主;苏菲 三公主;苏菲 小公主	1	1;1;2;2;2	AH
335	晚上我一直在看后作，我想看看前作怎么样啦~	4	大乱斗;大乱斗全部;OZ大乱斗全部;OZ大乱斗前作	4	1;1;5;4	AFG
336	下午看一下前作的主角们	4	大乱斗OZ;大乱斗OZ主角;大乱斗OZ谢拉;OZ大乱斗谢拉	4	3;4;4;3	AH
337	作业要求调研NXP公司	2	NXP;NXP	2	2;3	AH
338	今天查询一下相关文献	4	MoS2;MoS2扫描;MoS2材料;MoS2sem	3	2;2;2;1	AH
339	要发公众号文章了啊	1	秀米	5	4	AH
340	学习研究用	1	共振键	3	3	AH
341	今天晚上搜索一些和书籍有关的海报/展板，找一些创意。	2	海报 书;展板 书籍	2	3;1	AG
342	今天需要制作以改革开放40年为主题PPT，搜索适合的背景图片与插图。	4	十九大 PPT;十九大ppt背景图;改革开放前后对比图片;改革开放前 衣食住行	5	4;4;5;5	AEG
343	桌面确实好久没换过了，想换一个风景的桌面。	7	壁纸;壁纸高清;壁纸高清风景;壁纸高清风景;壁纸高清风景;壁纸高清;电脑壁纸高清全屏	2	3;3;3;4;3;3;4	EFG
344	想搜索百度的图标	1	BAIDU	4	4	BF
345	想买一台二手电脑，型号是thinkpad T430，想看一下电脑的外观。	1	THINKPAD T430	4	4	AEF
346	春天已经快结束了，一直很忙没有去玉渊潭看樱花，所以想看一下晚樱还有没有。今天想看一下樱花，打算和朋友一起去。	2	樱花;玉渊潭 樱花	4	4;4	ACG
347	这是和昨天一样的场景，想查一下T430电脑的配置及外观	1	THINKPAD T430	4	5	ABG
348	今天一个朋友跟我说脚踝打篮球骨折了，并发了一张X光成像图，想对比一下人体的脚踝骨络结构看一下哪里骨折了。	1	脚踝骨络结构	4	4	AEG
349	今天上午搭建实验平台，使用电磁继电器会对控制器产生影响，一位老师建议使用固态继电器进行控制，所以搜寻一下两者的外观区别。	4	固态继电器和接触式继电器;固态继电器;接触式继电器;接触式继电器	4	3;5;4;5	ABE
350	实验室要重新改造，想看一下国外顶尖实验室CPES实验室的布局。	2	CPES实验室;弗吉尼亚理工CPES实验室	1	1;1	AB
351	MMC是模块化矩阵变换器的意思，想了解一下其拓扑结构。	1	MMC拓扑	2	4	AB
352	想查询一下歼20的图片，了解一下我国的空军军事实力	1	歼20	5	4	AG
353	想和同学一起玩游戏，看一下绝地求生的图片。	2	绝地求生;绝地求生 大逃杀	5	5;4	ACG
354	最近朋友圈都在秀妇联，很想看复仇者联盟3，看一下宣传海报。	2	复联3;复仇者联盟3	4	4;4	ABC
355	月底去苏州开会，想查一下苏州的景点园林。	2	苏州经典;苏州景点	5	4;5	ACG
356	今天朋友说想养狗于是我推荐了巴哥给他，并且找了几张图片	1	巴哥	5	4	AB
357	看了这部动画，想看看有没有好看的同人图	3	darling in the franxx 015;darling in the franxx 015;darling in franxx 02	4	4;2;3	AG
358	看一部电视剧发现这个角色很面熟，就去搜一下是不是在哪部剧见过	1	大友花恋	4	4	AG
359	看了一部电视剧觉得女主角很可爱，想看看她的写真	1	西野七濑	5	5	AG
360	最近经常在许多剧里看到，很感兴趣	1	川荣李奈	5	5	AG
361	看到一个喜欢的演员在真人版里出演过这个角色，想搜来看看	1	三条燕	1	1	AG
362	最近追的一部剧里的演员，出演的角色很有特点想要看看演员本身	1	叶山奖之	4	4	AG
363	最近看了他出演过的很多电影和剧，觉得很帅，搜来看看	1	三浦翔平	4	4	AG
364	看了一部剧觉得这个演员很帅，想看看他在其他时候的造型	1	樱田通	5	5	ABG
365	看了很多这个演员的剧和电影，对他很感兴趣	1	龙星凉	5	5	AG
366	数电实验要求仿真，想搜索一下仿真图的示例	1	quartus 仿真	4	4	AB
